Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Ámbito territorial;Disponibilidad de taxímetro;periodo;Total
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Total;2019;26
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Total;2018;26
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Total;2017;23
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Total;2016;23
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Total;2015;25
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Total;2014;25
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Total;2013;25
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Total;2012;25
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Total;2011;25
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Total;2010;24
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Total;2009;27
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Total;2008;25
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Total;2007;27
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Total;2006;27
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Total;2005;27
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Total;2004;28
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Total;2003;28
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Total;2002;31
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Total;2001;31
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Total;2000;31
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Total;1999;32
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Total;1998;33
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Total;1997;33
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Total;1996;33
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Total;1995;33
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Total;1994;33
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Con taxímetro;2019;26
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Con taxímetro;2018;26
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Con taxímetro;2017;23
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Con taxímetro;2016;23
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Con taxímetro;2015;25
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Con taxímetro;2014;25
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Con taxímetro;2013;25
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Con taxímetro;2012;25
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Con taxímetro;2011;25
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Con taxímetro;2010;24
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Con taxímetro;2009;27
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Con taxímetro;2008;25
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Con taxímetro;2007;27
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Con taxímetro;2006;27
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Con taxímetro;2005;27
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Con taxímetro;2004;28
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Con taxímetro;2003;28
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Con taxímetro;2002;31
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Con taxímetro;2001;31
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Con taxímetro;2000;31
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Con taxímetro;1999;32
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Con taxímetro;1998;33
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Con taxímetro;1997;33
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Con taxímetro;1996;33
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Con taxímetro;1995;33
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Con taxímetro;1994;33
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Sin taxímetro;2019;0
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Sin taxímetro;2018;0
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Sin taxímetro;2017;0
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Sin taxímetro;2016;0
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Sin taxímetro;2015;0
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Sin taxímetro;2014;0
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Sin taxímetro;2013;0
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Sin taxímetro;2012;0
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Sin taxímetro;2011;0
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Sin taxímetro;2010;0
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Sin taxímetro;2009;0
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Sin taxímetro;2008;0
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Sin taxímetro;2007;0
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Sin taxímetro;2006;0
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Sin taxímetro;2005;0
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Sin taxímetro;2004;0
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Sin taxímetro;2003;0
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Sin taxímetro;2002;0
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Sin taxímetro;2001;0
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Sin taxímetro;2000;0
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Sin taxímetro;1999;0
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Sin taxímetro;1998;0
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Sin taxímetro;1997;0
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Sin taxímetro;1996;0
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Sin taxímetro;1995;0
Total Nacional;07 Castilla y León;42 Soria;Capital de Provincia;Sin taxímetro;1994;0
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Total;2019;528
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Total;2018;526
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Total;2017;529
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Total;2016;537
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Total;2015;541
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Total;2014;541
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Total;2013;543
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Total;2012;531
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Total;2011;527
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Total;2010;523
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Total;2009;533
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Total;2008;534
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Total;2007;512
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Total;2006;521
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Total;2005;527
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Total;2004;523
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Total;2003;524
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Total;2002;532
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Total;2001;529
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Total;2000;535
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Total;1999;540
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Total;1998;538
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Total;1997;548
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Total;1996;552
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Total;1995;561
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Total;1994;566
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Con taxímetro;2019;474
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Con taxímetro;2018;472
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Con taxímetro;2017;471
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Con taxímetro;2016;471
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Con taxímetro;2015;472
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Con taxímetro;2014;472
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Con taxímetro;2013;472
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Con taxímetro;2012;470
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Con taxímetro;2011;466
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Con taxímetro;2010;466
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Con taxímetro;2009;466
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Con taxímetro;2008;466
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Con taxímetro;2007;446
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Con taxímetro;2006;446
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Con taxímetro;2005;446
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Con taxímetro;2004;446
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Con taxímetro;2003;446
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Con taxímetro;2002;446
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Con taxímetro;2001;446
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Con taxímetro;2000;446
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Con taxímetro;1999;447
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Con taxímetro;1998;446
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Con taxímetro;1997;449
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Con taxímetro;1996;448
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Con taxímetro;1995;447
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Con taxímetro;1994;448
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Sin taxímetro;2019;54
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Sin taxímetro;2018;54
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Sin taxímetro;2017;58
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Sin taxímetro;2016;66
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Sin taxímetro;2015;69
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Sin taxímetro;2014;69
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Sin taxímetro;2013;71
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Sin taxímetro;2012;61
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Sin taxímetro;2011;61
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Sin taxímetro;2010;57
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Sin taxímetro;2009;67
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Sin taxímetro;2008;68
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Sin taxímetro;2007;66
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Sin taxímetro;2006;75
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Sin taxímetro;2005;81
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Sin taxímetro;2004;77
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Sin taxímetro;2003;78
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Sin taxímetro;2002;86
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Sin taxímetro;2001;83
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Sin taxímetro;2000;89
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Sin taxímetro;1999;93
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Sin taxímetro;1998;92
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Sin taxímetro;1997;99
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Sin taxímetro;1996;104
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Sin taxímetro;1995;114
Total Nacional;07 Castilla y León;47 Valladolid;Provincia;Sin taxímetro;1994;118
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Total;2019;474
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Total;2018;474
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Total;2017;466
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Total;2016;466
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Total;2015;466
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Total;2014;466
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Total;2013;466
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Total;2012;466
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Total;2011;466
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Total;2010;466
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Total;2009;466
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Total;2008;466
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Total;2007;446
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Total;2006;446
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Total;2005;446
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Total;2004;446
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Total;2003;446
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Total;2002;446
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Total;2001;446
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Total;2000;446
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Total;1999;446
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Total;1998;446
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Total;1997;446
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Total;1996;446
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Total;1995;446
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Total;1994;446
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Con taxímetro;2019;474
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Con taxímetro;2018;472
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Con taxímetro;2017;466
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Con taxímetro;2016;466
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Con taxímetro;2015;466
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Con taxímetro;2014;466
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Con taxímetro;2013;466
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Con taxímetro;2012;466
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Con taxímetro;2011;466
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Con taxímetro;2010;466
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Con taxímetro;2009;466
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Con taxímetro;2008;466
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Con taxímetro;2007;446
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Con taxímetro;2006;446
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Con taxímetro;2005;446
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Con taxímetro;2004;446
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Con taxímetro;2003;446
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Con taxímetro;2002;446
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Con taxímetro;2001;446
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Con taxímetro;2000;446
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Con taxímetro;1999;446
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Con taxímetro;1998;446
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Con taxímetro;1997;446
Total Nacional;07 Castilla y León;47 Valladolid;Capital de Provincia;Con taxímetro;1996;446
