Total Nacional;Comunidades y Ciudades Autónomas;Viajeros y tasas;Periodo;Total
Total Nacional;05 Canarias;Viajeros transportados;2013M09;4.382
Total Nacional;05 Canarias;Viajeros transportados;2013M08;3.755
Total Nacional;05 Canarias;Viajeros transportados;2013M07;4.136
Total Nacional;05 Canarias;Viajeros transportados;2013M06;4.182
Total Nacional;05 Canarias;Viajeros transportados;2013M05;4.512
Total Nacional;05 Canarias;Viajeros transportados;2013M04;4.670
Total Nacional;05 Canarias;Viajeros transportados;2013M03;4.330
Total Nacional;05 Canarias;Viajeros transportados;2013M02;4.173
Total Nacional;05 Canarias;Viajeros transportados;2013M01;4.696
Total Nacional;05 Canarias;Viajeros transportados;2012M12;4.117
Total Nacional;05 Canarias;Viajeros transportados;2012M11;4.351
Total Nacional;05 Canarias;Viajeros transportados;2012M10;4.687
Total Nacional;05 Canarias;Viajeros transportados;2012M09;4.212
Total Nacional;05 Canarias;Viajeros transportados;2012M08;3.763
Total Nacional;05 Canarias;Viajeros transportados;2012M07;4.210
Total Nacional;05 Canarias;Viajeros transportados;2012M06;4.283
Total Nacional;05 Canarias;Viajeros transportados;2012M05;4.565
Total Nacional;05 Canarias;Viajeros transportados;2012M04;4.167
Total Nacional;05 Canarias;Viajeros transportados;2012M03;4.646
Total Nacional;05 Canarias;Viajeros transportados;2012M02;4.388
Total Nacional;05 Canarias;Viajeros transportados;2012M01;4.564
Total Nacional;05 Canarias;Variación anual;2024M09;7,5
Total Nacional;05 Canarias;Variación anual;2024M08;10,3
Total Nacional;05 Canarias;Variación anual;2024M07;13,7
Total Nacional;05 Canarias;Variación anual;2024M06;7
Total Nacional;05 Canarias;Variación anual;2024M05;17
Total Nacional;05 Canarias;Variación anual;2024M04;31,4
Total Nacional;05 Canarias;Variación anual;2024M03;5,1
Total Nacional;05 Canarias;Variación anual;2024M02;32
Total Nacional;05 Canarias;Variación anual;2024M01;27,1
Total Nacional;05 Canarias;Variación anual;2023M12;35,9
Total Nacional;05 Canarias;Variación anual;2023M11;34,6
Total Nacional;05 Canarias;Variación anual;2023M10;39,4
Total Nacional;05 Canarias;Variación anual;2023M09;48,5
Total Nacional;05 Canarias;Variación anual;2023M08;52
Total Nacional;05 Canarias;Variación anual;2023M07;50,8
Total Nacional;05 Canarias;Variación anual;2023M06;45,9
Total Nacional;05 Canarias;Variación anual;2023M05;42,5
Total Nacional;05 Canarias;Variación anual;2023M04;40,6
Total Nacional;05 Canarias;Variación anual;2023M03;48,3
Total Nacional;05 Canarias;Variación anual;2023M02;39,8
Total Nacional;05 Canarias;Variación anual;2023M01;50,1
Total Nacional;05 Canarias;Variación anual;2022M12;23,1
Total Nacional;05 Canarias;Variación anual;2022M11;21
Total Nacional;05 Canarias;Variación anual;2022M10;18,3
Total Nacional;05 Canarias;Variación anual;2022M09;11,9
Total Nacional;05 Canarias;Variación anual;2022M08;14,8
Total Nacional;05 Canarias;Variación anual;2022M07;11,5
Total Nacional;05 Canarias;Variación anual;2022M06;14,5
Total Nacional;05 Canarias;Variación anual;2022M05;18,4
Total Nacional;05 Canarias;Variación anual;2022M04;16,2
Total Nacional;05 Canarias;Variación anual;2022M03;14,7
Total Nacional;05 Canarias;Variación anual;2022M02;22,8
Total Nacional;05 Canarias;Variación anual;2022M01;16,1
Total Nacional;05 Canarias;Variación anual;2021M12;14,1
Total Nacional;05 Canarias;Variación anual;2021M11;16,9
Total Nacional;05 Canarias;Variación anual;2021M10;16,6
Total Nacional;05 Canarias;Variación anual;2021M09;25,5
Total Nacional;05 Canarias;Variación anual;2021M08;8,1
Total Nacional;05 Canarias;Variación anual;2021M07;11,3
Total Nacional;05 Canarias;Variación anual;2021M06;45,3
Total Nacional;05 Canarias;Variación anual;2021M05;226,1
Total Nacional;05 Canarias;Variación anual;2021M04;507,7
Total Nacional;05 Canarias;Variación anual;2021M03;50
Total Nacional;05 Canarias;Variación anual;2021M02;-34,9
Total Nacional;05 Canarias;Variación anual;2021M01;-37,5
Total Nacional;05 Canarias;Variación anual;2020M12;-29,4
Total Nacional;05 Canarias;Variación anual;2020M11;-26,1
Total Nacional;05 Canarias;Variación anual;2020M10;-31,4
Total Nacional;05 Canarias;Variación anual;2020M09;-32,2
Total Nacional;05 Canarias;Variación anual;2020M08;-26,1
Total Nacional;05 Canarias;Variación anual;2020M07;-30,1
Total Nacional;05 Canarias;Variación anual;2020M06;-42,6
Total Nacional;05 Canarias;Variación anual;2020M05;-76,1
Total Nacional;05 Canarias;Variación anual;2020M04;-87,2
Total Nacional;05 Canarias;Variación anual;2020M03;-45,7
Total Nacional;05 Canarias;Variación anual;2020M02;5,4
Total Nacional;05 Canarias;Variación anual;2020M01;7,7
Total Nacional;05 Canarias;Variación anual;2019M12;5,7
Total Nacional;05 Canarias;Variación anual;2019M11;6,5
Total Nacional;05 Canarias;Variación anual;2019M10;9,6
Total Nacional;05 Canarias;Variación anual;2019M09;8,8
Total Nacional;05 Canarias;Variación anual;2019M08;7
Total Nacional;05 Canarias;Variación anual;2019M07;10,9
Total Nacional;05 Canarias;Variación anual;2019M06;7,4
Total Nacional;05 Canarias;Variación anual;2019M05;7,2
Total Nacional;05 Canarias;Variación anual;2019M04;0,4
Total Nacional;05 Canarias;Variación anual;2019M03;6
Total Nacional;05 Canarias;Variación anual;2019M02;16,9
Total Nacional;05 Canarias;Variación anual;2019M01;8,5
Total Nacional;05 Canarias;Variación anual;2018M12;11,4
Total Nacional;05 Canarias;Variación anual;2018M11;4,9
Total Nacional;05 Canarias;Variación anual;2018M10;9,2
Total Nacional;05 Canarias;Variación anual;2018M09;4,1
Total Nacional;05 Canarias;Variación anual;2018M08;5,1
Total Nacional;05 Canarias;Variación anual;2018M07;5,6
Total Nacional;05 Canarias;Variación anual;2018M06;-0,2
Total Nacional;05 Canarias;Variación anual;2018M05;3,2
Total Nacional;05 Canarias;Variación anual;2018M04;11,7
Total Nacional;05 Canarias;Variación anual;2018M03;-3,1
Total Nacional;05 Canarias;Variación anual;2018M02;-4,4
Total Nacional;05 Canarias;Variación anual;2018M01;0,8
Total Nacional;05 Canarias;Variación anual;2017M12;-0,9
Total Nacional;05 Canarias;Variación anual;2017M11;3,2
Total Nacional;05 Canarias;Variación anual;2017M10;3,6
Total Nacional;05 Canarias;Variación anual;2017M09;-0,2
Total Nacional;05 Canarias;Variación anual;2017M08;3,1
Total Nacional;05 Canarias;Variación anual;2017M07;2,5
Total Nacional;05 Canarias;Variación anual;2017M06;3,3
Total Nacional;05 Canarias;Variación anual;2017M05;5,3
Total Nacional;05 Canarias;Variación anual;2017M04;-4,7
Total Nacional;05 Canarias;Variación anual;2017M03;11,1
Total Nacional;05 Canarias;Variación anual;2017M02;2,4
Total Nacional;05 Canarias;Variación anual;2017M01;4,5
Total Nacional;05 Canarias;Variación anual;2016M12;-0,7
Total Nacional;05 Canarias;Variación anual;2016M11;2,9
Total Nacional;05 Canarias;Variación anual;2016M10;3,8
Total Nacional;05 Canarias;Variación anual;2016M09;3
Total Nacional;05 Canarias;Variación anual;2016M08;6,2
Total Nacional;05 Canarias;Variación anual;2016M07;-0,1
Total Nacional;05 Canarias;Variación anual;2016M06;3,4
Total Nacional;05 Canarias;Variación anual;2016M05;2,1
Total Nacional;05 Canarias;Variación anual;2016M04;7,5
Total Nacional;05 Canarias;Variación anual;2016M03;0,9
Total Nacional;05 Canarias;Variación anual;2016M02;7
Total Nacional;05 Canarias;Variación anual;2016M01;5,9
Total Nacional;05 Canarias;Variación anual;2015M12;5
Total Nacional;05 Canarias;Variación anual;2015M11;8,4
Total Nacional;05 Canarias;Variación anual;2015M10;-3,3
Total Nacional;05 Canarias;Variación anual;2015M09;4,8
Total Nacional;05 Canarias;Variación anual;2015M08;4,3
Total Nacional;05 Canarias;Variación anual;2015M07;3,1
Total Nacional;05 Canarias;Variación anual;2015M06;4
Total Nacional;05 Canarias;Variación anual;2015M05;3,7
Total Nacional;05 Canarias;Variación anual;2015M04;3,3
Total Nacional;05 Canarias;Variación anual;2015M03;4,8
Total Nacional;05 Canarias;Variación anual;2015M02;-0,8
Total Nacional;05 Canarias;Variación anual;2015M01;-2,4
Total Nacional;05 Canarias;Variación anual;2014M12;6,1
Total Nacional;05 Canarias;Variación anual;2014M11;-2
Total Nacional;05 Canarias;Variación anual;2014M10;1,9
Total Nacional;05 Canarias;Variación anual;2014M09;2,1
Total Nacional;05 Canarias;Variación anual;2014M08;-1
Total Nacional;05 Canarias;Variación anual;2014M07;5,3
Total Nacional;05 Canarias;Variación anual;2014M06;5,6
Total Nacional;05 Canarias;Variación anual;2014M05;0,4
Total Nacional;05 Canarias;Variación anual;2014M04;-4,6
Total Nacional;05 Canarias;Variación anual;2014M03;5
Total Nacional;05 Canarias;Variación anual;2014M02;5,2
Total Nacional;05 Canarias;Variación anual;2014M01;-2,6
Total Nacional;05 Canarias;Variación anual;2013M12;5,6
Total Nacional;05 Canarias;Variación anual;2013M11;7,3
Total Nacional;05 Canarias;Variación anual;2013M10;5,8
Total Nacional;05 Canarias;Variación anual;2013M09;4
Total Nacional;05 Canarias;Variación anual;2013M08;-0,2
Total Nacional;05 Canarias;Variación anual;2013M07;-1,8
Total Nacional;05 Canarias;Variación anual;2013M06;-2,4
Total Nacional;05 Canarias;Variación anual;2013M05;-1,2
Total Nacional;05 Canarias;Variación anual;2013M04;12,1
Total Nacional;05 Canarias;Variación anual;2013M03;-6,8
Total Nacional;05 Canarias;Variación anual;2013M02;-4,9
Total Nacional;05 Canarias;Variación anual;2013M01;2,9
Total Nacional;05 Canarias;Variación anual;2012M12;-8,4
Total Nacional;05 Canarias;Variación anual;2012M11;-9,4
Total Nacional;05 Canarias;Variación anual;2012M10;-1,2
Total Nacional;05 Canarias;Variación anual;2012M09;-6,7
Total Nacional;05 Canarias;Variación anual;2012M08;-3,1
Total Nacional;05 Canarias;Variación anual;2012M07;-1,7
Total Nacional;05 Canarias;Variación anual;2012M06;-6,8
Total Nacional;05 Canarias;Variación anual;2012M05;-2,8
Total Nacional;05 Canarias;Variación anual;2012M04;-5,6
Total Nacional;05 Canarias;Variación anual;2012M03;-2,1
Total Nacional;05 Canarias;Variación anual;2012M02;-1,1
Total Nacional;05 Canarias;Variación anual;2012M01;1,5
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2024M09;16,2
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2024M08;17,4
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2024M07;18,4
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2024M06;19,2
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2024M05;21,8
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2024M04;23,1
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2024M03;20,4
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2024M02;29,6
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2024M01;27,1
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2023M12;43,6
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2023M11;44,4
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2023M10;45,6
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2023M09;46,4
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2023M08;46,1
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2023M07;45,4
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2023M06;44,5
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2023M05;44,2
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2023M04;44,7
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2023M03;46,1
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2023M02;44,8
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2023M01;50,1
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2022M12;17
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2022M11;16,4
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2022M10;15,9
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2022M09;15,5
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2022M08;16
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2022M07;16,2
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2022M06;17
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2022M05;17,5
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2022M04;17,3
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2022M03;17,7
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2022M02;19,4
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2022M01;16,1
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2021M12;20,5
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2021M11;21,2
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2021M10;21,7
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2021M09;22,4
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2021M08;22
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2021M07;24,1
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2021M06;26,6
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2021M05;23,1
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2021M04;5,1
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2021M03;-18,4
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2021M02;-36,2
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2021M01;-37,5
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2020M12;-34,5
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2020M11;-35
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2020M10;-35,9
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2020M09;-36,6
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2020M08;-37,1
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2020M07;-38,5
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2020M06;-39,9
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2020M05;-39,4
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2020M04;-29,8
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2020M03;-11,1
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2020M02;6,5
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2020M01;7,7
Total Nacional;05 Canarias;Variación de la media en lo que va de año;2019M12;7,8
